puuid,player,label,smurf_score,judgment,confidence,account_level,current_tier,current_rank,matches_count,avg_kd,avg_kda,avg_hs_pct,win_rate,avg_dpr,avg_kpr,kd_rank_deviation,hs_rank_deviation,hs_kd_compound,kd_bimodal_score,tank_streak_max,kd_cliff_drop_rate,intentional_loss_rate,rank_gap,perf_rank_ratio_kd,perf_level_ratio,peak_tier_v3,peak_current_gap_v3,iso_score,lof_score,ocsvm_score,gmm_score,rule_score
c4149c07-0a54-5bb9-869d-11bcc04d6f60,AIELLE#0143,0,66.6,🟠 スマーフ可能性高,高,33.0,10.0,Silver 2,6.0,1.38,1.7266,0.19372,0.8333,173.118,0.88152,2.0476,0.562,0.00267,0.0,0.0,0.0,0.0,0.0,2.07,8.3636,10.0,0.0,39.25,2.12,4.47,57.91,63.5
55f7f93a-ed95-5f69-9c40-87c06a6d71ae,頭狙ってみたch#2077,1,66.4,🟠 スマーフ可能性高,高,85.0,11.0,Silver 3,14.0,1.4727,2.1004,0.25093,0.7143,158.125,0.89481,2.489,1.5154,0.0037,0.0,0.0,0.0,0.0,1.0,2.0082,3.4652,12.0,1.0,30.01,1.75,4.32,54.93,79.0
2b9a106b-d700-5322-a527-0c47056bad9e,Mello#9999,0,66.3,🟠 スマーフ可能性高,高,152.0,9.0,Silver 1,19.0,1.3554,1.6699,0.14233,0.7778,155.988,0.82315,1.9305,-0.2945,0.00193,0.0222,1.0,0.0,0.0,8.0,2.259,1.7834,17.0,8.0,35.93,3.36,4.71,55.67,66.0
2090500c-8b26-537f-b446-1e55aa155fc3,さとう#お断り,0,66.1,🟠 スマーフ可能性高,高,79.0,7.0,Bronze 2,16.0,1.2731,1.652,0.11141,0.4375,120.412,0.71444,2.227,-0.6431,0.00142,0.0,0.0,0.1333,0.0,0.0,2.7281,3.2231,7.0,0.0,39.44,2.88,3.97,58.83,58.0
62b8f3f2-20ec-5642-9fc3-dba090141ff7,梅原憲太リチャード#8602,1,65.4,🟠 スマーフ可能性高,高,171.0,12.0,Gold 1,38.0,1.4639,1.8592,0.29357,0.5526,169.705,0.9167,1.7247,2.0596,0.0043,0.0,0.0,0.027,0.0,8.0,1.8299,1.7122,20.0,8.0,34.72,1.72,4.34,52.73,67.0
f829f9fe-5a65-50fd-a6be-c75a253fa04c,Grimm#7580,1,65.1,🟠 スマーフ可能性高,高,264.0,10.0,Silver 2,165.0,1.5231,1.9382,0.20362,0.4907,142.468,0.77818,2.729,0.727,0.0031,0.0175,2.0,0.0,0.0242,4.0,2.2846,1.1538,14.0,4.0,38.29,2.0,3.98,61.8,52.0
cd7fcd2a-788c-5677-afdb-9f8a91f1f6c8,누난내가지켜요#보호본능,0,65.0,🟠 スマーフ可能性高,高,25.0,16.0,Platinum 2,14.0,1.1211,1.3899,0.25609,0.4615,166.288,0.83025,-0.1071,1.2682,0.00287,0.0,0.0,0.0,0.0,0.0,1.051,8.9686,16.0,0.0,39.35,4.37,6.34,53.25,54.0
87517456-1361-5d18-a64a-35516b90f5e2,NOPER#1815,1,64.8,🟠 スマーフ可能性高,中,157.0,11.0,Silver 3,16.0,1.0228,1.3815,0.23299,0.375,146.418,0.74597,0.3466,1.2165,0.00238,0.0469,2.0,0.0667,0.125,9.0,1.3947,1.3029,20.0,9.0,41.16,3.93,4.85,53.75,50.0
1c1183e7-fc14-5aa9-bc77-a35d0ec395b9,sas#JP2,0,64.5,🟠 スマーフ可能性高,高,68.0,10.0,Silver 2,24.0,1.0942,1.3528,0.31414,0.3913,167.861,0.86248,0.6869,2.569,0.00344,0.0069,1.0,0.0,0.0417,7.0,1.6414,3.2184,17.0,7.0,32.05,2.78,4.34,57.69,63.0
0ad960a3-720b-55f5-b520-e6e84815d4ea,sugoma#어몽어스,0,64.4,🟠 スマーフ可能性高,高,29.0,12.0,Gold 1,16.0,1.2831,1.5465,0.29209,0.375,165.377,0.90401,0.9714,2.0349,0.00375,0.0,0.0,0.0,0.0,1.0,1.6039,8.8493,13.0,1.0,36.02,2.22,3.86,60.78,54.0
3274a24c-7134-58fc-9ad0-d078a29aed3f,oshundayo#2719,1,64.1,🟠 スマーフ可能性高,高,61.0,12.0,Gold 1,17.0,1.4161,1.8032,0.15475,0.5882,179.432,0.91263,1.5255,-0.2542,0.00219,0.0208,1.0,0.0625,0.0,0.0,1.7702,4.643,12.0,0.0,32.98,2.44,3.58,53.81,60.0
0ff1b622-7844-5f33-99e4-2d23748edb4a,コックカワサキマイクロビキニ部#3976,0,63.8,🟠 スマーフ可能性高,中,345.0,16.0,Platinum 2,116.0,1.0797,1.3264,0.36259,0.4732,138.336,0.74187,-0.2605,3.0432,0.00391,0.0571,3.0,0.0609,0.181,4.0,1.0122,0.6259,20.0,4.0,53.92,4.61,5.34,55.65,37.0
faeb00e8-68de-5b23-9b7c-c3eccd6b850d,Lil Tecca#Prada,0,63.8,🟠 スマーフ可能性高,高,341.0,15.0,Platinum 1,232.0,1.1032,1.3851,0.28862,0.4783,145.774,0.76866,-0.1733,1.8104,0.00318,0.0062,1.0,0.0,0.0302,10.0,1.1032,0.647,25.0,10.0,33.17,0.6,32.25,57.31,32.0
1c3d8734-e247-5f1f-81ef-e5a6194eebf0,uiiro#459,1,63.8,🟠 スマーフ可能性高,高,53.0,12.0,Gold 1,25.0,1.3124,1.679,0.21103,0.6667,153.096,0.80936,1.0935,0.6838,0.00277,0.008,1.0,0.0417,0.0,4.0,1.6405,4.9526,16.0,4.0,23.5,3.76,4.28,54.1,70.0
9e921227-37fd-53e8-8a36-3368f640a959,sou#0726,0,63.8,🟠 スマーフ可能性高,中,52.0,6.0,Bronze 1,25.0,0.8336,1.2778,0.10182,0.5,93.745,0.47092,-0.0863,-0.8029,0.00085,0.0336,2.0,0.0417,0.16,0.0,2.084,3.2061,6.0,0.0,40.76,1.85,4.31,56.07,45.0
e455f5b7-5292-56ab-8cbd-1078ff70c4be,Wanwan#WW124,1,63.5,🟠 スマーフ可能性高,高,57.0,14.0,Gold 3,24.0,1.4632,1.8414,0.34682,0.625,155.822,0.86211,1.7215,2.9469,0.00507,0.0,0.0,0.0,0.0,0.0,1.5677,5.1339,14.0,0.0,30.13,1.15,3.87,53.32,62.0
84314241-27c4-52bd-a01d-c07a464d9e79,kino1213#6153,0,63.4,🟠 スマーフ可能性高,高,124.0,7.0,Bronze 2,13.0,1.2911,1.6274,0.18693,0.4545,162.721,0.90457,2.3214,0.6155,0.00241,0.0,0.0,0.0,0.0,0.0,2.7666,2.0824,7.0,0.0,37.49,2.58,4.7,56.05,45.0
5670b5d8-2335-5303-8186-73287c44bea1,yarasu#8820,0,63.4,🟠 スマーフ可能性高,高,48.0,10.0,Silver 2,13.0,1.3784,1.7016,0.15641,0.6154,157.324,0.88901,2.0398,-0.0598,0.00216,0.0237,1.0,0.0,0.0769,0.0,2.0675,5.7431,10.0,0.0,26.62,1.62,3.9,55.68,64.0
65fd1286-1d38-54c5-b7bf-cdc538f50976,小天天#1012,0,63.2,🟠 スマーフ可能性高,高,130.0,10.0,Silver 2,37.0,0.6684,0.987,0.14025,0.4595,99.742,0.49211,-1.3412,-0.3292,0.00094,0.0102,4.0,0.0,0.1892,10.0,1.0025,1.0282,20.0,10.0,39.25,2.15,5.02,53.02,45.0
cf7100a0-7a9b-5f83-87f6-fc77f8cdc8a0,スーパーカミオカンデ#視聴済み,0,63.0,🟠 スマーフ可能性高,高,47.0,12.0,Gold 1,18.0,1.5031,1.9129,0.13767,0.5882,159.18,0.83704,1.8879,-0.5389,0.00207,0.0494,1.0,0.0588,0.0556,2.0,1.8789,6.3962,14.0,2.0,31.06,2.24,4.25,54.74,54.0
a4d8bd6a-1141-5144-894b-f6876f3f8804,ぶるにき#963,0,63.0,🟠 スマーフ可能性高,高,30.0,10.0,Silver 2,13.0,1.2534,1.4657,0.33392,0.4615,163.626,0.88189,1.4448,2.8987,0.00419,0.0,0.0,0.0,0.0,0.0,1.8801,8.3561,10.0,0.0,34.0,1.6,4.43,54.11,51.0
8c624eb1-ad33-525c-8040-461fc11fee2b,후우꾸꾸우후오오후우꾸꾸우후오오#crazy,0,62.5,🟠 スマーフ可能性高,高,289.0,13.0,Gold 2,25.0,1.6291,2.0334,0.24338,0.56,174.004,0.96331,2.413,1.223,0.00396,0.0,0.0,0.0,0.0,2.0,1.8798,1.1274,15.0,2.0,37.54,1.51,4.56,54.06,42.0
26d91571-3e25-5727-b3c5-99563f4cddf8,RGX#欲しい,1,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
